REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE,day
1/26/18 22:16,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18014663,397497,136718,1/26/18 20:03,1/26/18 20:36,6
6/11/18 13:29,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18094537,397226,136542,6/11/18 10:07,,2
10/30/17 14:32,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17188344,397497,136718,10/30/17 13:01,10/30/17 14:32,2
10/30/17 19:19,EVENING,ROBBERY,GUN,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17188379,397563,136664,10/30/17 13:55,10/30/17 13:58,2
10/31/17 18:28,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17189085,397497,136718,10/31/17 17:05,10/31/17 18:28,3
6/29/18 14:45,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18106188,397226,136542,6/29/18 13:39,,6
2/20/18 14:45,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18028723,397430,136664,2/20/18 13:41,2/20/18 13:44,3
2/21/18 14:54,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18029401,397430,136664,2/21/18 13:21,2/21/18 13:35,4
7/17/18 17:04,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18117563,397497,136718,7/17/18 16:15,7/17/18 16:18,3
3/2/18 12:55,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18034654,397430,136664,3/2/18 11:19,3/2/18 11:20,6
3/2/18 14:31,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18034734,397430,136664,3/2/18 13:42,3/2/18 13:56,6
3/2/18 22:37,EVENING,ROBBERY,OTHERS,600 - 699 BLOCK OF 12TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18034984,397563,136664,3/2/18 21:30,3/2/18 21:35,6
3/9/18 4:10,MIDNIGHT,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18038465,397328,137053,3/8/18 20:00,3/9/18 1:30,5
3/9/18 19:41,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18038872,397328,137053,3/9/18 12:30,3/9/18 12:45,6
3/12/18 11:41,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18040234,397329,136718,3/10/18 15:43,3/10/18 15:53,7
3/16/18 22:12,EVENING,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18042909,397430,136801,3/16/18 18:15,3/16/18 18:45,6
3/17/18 17:23,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18043299,397328,136611,3/17/18 14:40,3/17/18 16:52,7
3/17/18 22:14,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18043391,397226,136542,3/17/18 19:25,3/17/18 20:23,7
3/21/18 16:34,EVENING,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF I STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,18043581,397154,137053,3/18/18 1:48,3/18/18 3:00,1
4/6/18 0:06,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18054409,397328,136474,4/5/18 22:45,4/5/18 23:50,5
4/6/18 19:51,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18054906,397497,136718,4/6/18 17:27,4/6/18 18:00,6
4/7/18 14:52,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18055346,397328,136611,4/7/18 13:26,4/7/18 14:10,7
4/8/18 23:09,MIDNIGHT,SEX ABUSE,OTHERS,800 - 899 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18056020,397227,136991,4/7/18 3:00,4/7/18 13:00,7
4/9/18 19:03,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18056595,397497,136718,4/9/18 17:48,,2
4/22/18 16:32,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18064274,397328,136611,4/22/18 15:42,4/22/18 16:00,1
4/26/18 20:27,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18066688,397497,136718,4/26/18 18:40,4/26/18 18:45,5
5/3/18 21:09,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18070864,397329,136718,5/3/18 16:30,5/3/18 16:59,5
5/5/18 12:48,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18071969,397430,136664,5/5/18 11:42,5/5/18 12:00,7
5/10/18 13:58,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE NW,2,207,2,2C,Cluster 8,006202 1,6202,Precinct 129,18075123,397155,136497,5/10/18 13:13,,5
5/12/18 13:54,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18076428,397329,136718,5/11/18 16:21,5/11/18 16:30,6
5/15/18 11:29,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18078035,397226,136542,4/13/18 11:55,4/13/18 12:30,6
5/16/18 13:43,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18078715,397430,136664,5/16/18 11:36,5/16/18 12:00,4
5/16/18 13:23,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18078762,397430,136664,5/14/18 9:40,5/14/18 9:50,2
5/26/18 0:01,MIDNIGHT,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18084565,397226,136542,5/25/18 22:22,5/25/18 23:35,6
5/31/18 11:48,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 14TH STREET NW,2,207,2,2C,Cluster 8,005800 1,5800,Precinct 129,18087773,397227,136665,5/30/18 18:00,5/30/18 19:40,4
5/31/18 17:58,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18087870,397226,136542,5/31/18 11:26,5/31/18 14:46,5
5/31/18 19:04,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18088038,397497,136718,5/31/18 17:00,5/31/18 17:50,5
6/9/18 4:34,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18093219,397329,136718,6/8/18 7:30,6/9/18 3:37,6
6/23/18 17:55,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18102495,397497,136959,6/23/18 2:00,6/23/18 17:55,7
4/7/18 17:31,EVENING,THEFT/OTHER,OTHERS,700 - 723 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18055462,397228,136778,4/7/18 16:53,,7
7/27/18 22:09,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18124170,397497,137053,7/27/18 20:03,7/27/18 20:47,6
7/16/18 18:01,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18116909,397329,136718,7/16/18 17:26,,2
4/6/18 6:00,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18054356,397328,137053,4/5/18 21:20,4/5/18 22:12,5
7/19/18 11:15,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18118173,397429,136542,7/18/18 14:45,7/18/18 17:40,4
5/14/18 23:59,MIDNIGHT,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF 15TH STREET NW,2,207,2,2A,,006202 1,6202,Precinct 2,18077852,397081,136664,5/14/18 22:21,,2
5/25/18 19:11,EVENING,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18084413,397227,136991,5/25/18 18:13,,6
2/14/18 12:31,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18400237,397329,136718,2/13/18 12:01,2/13/18 13:10,3
7/26/18 23:39,MIDNIGHT,THEFT F/AUTO,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18123472,397497,136718,7/26/18 20:37,7/26/18 21:12,5
2/25/18 15:29,EVENING,ROBBERY,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18031766,397328,136611,2/25/18 14:02,2/25/18 15:29,1
2/25/18 20:21,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18031781,397226,136542,2/20/18 17:56,2/20/18 18:01,3
6/28/18 0:12,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,1400 - 1499 BLOCK OF H STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,18105166,397154,136928,6/27/18 15:00,6/27/18 20:00,4
7/22/18 21:17,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 15TH STREET NW,2,207,2,2A,,006202 1,6202,Precinct 2,18120939,397081,136664,7/22/18 18:00,7/22/18 19:51,1
6/4/18 2:42,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18089959,397328,136474,6/4/18 1:33,,2
6/10/18 7:32,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18090053,397497,136718,6/4/18 8:36,6/4/18 9:51,2
4/7/18 9:19,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF H STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,18055234,397154,136928,4/6/18 18:30,4/6/18 18:40,6
7/15/18 8:43,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18115575,397329,136718,7/14/18 14:53,7/14/18 15:38,7
7/13/18 21:27,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18115148,397497,136718,7/13/18 20:28,7/13/18 20:40,6
5/1/18 14:55,DAY,BURGLARY,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18069436,397226,136542,4/28/18 15:30,4/30/18 12:00,7
7/9/18 12:14,DAY,THEFT/OTHER,OTHERS,718 - 799 BLOCK OF 15TH STREET NW,2,207,2,2B,Cluster 8,010100 1,10100,Precinct 17,18400985,397081,136849,7/1/18 12:10,7/5/18 9:00,1
7/21/18 9:50,DAY,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE NW,2,207,2,2C,Cluster 8,006202 1,6202,Precinct 129,18119584,397155,136497,7/20/18 13:58,7/20/18 15:02,6
7/20/18 18:08,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18119729,397496,136885,7/20/18 17:30,7/20/18 18:07,6
6/6/18 21:34,EVENING,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF G STREET NW,2,207,2,2C,Cluster 8,005800 1,5800,Precinct 129,18400792,397154,136719,5/31/18 21:25,5/31/18 21:30,5
2/27/18 13:38,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18032781,397298,136869,2/27/18 9:30,2/27/18 10:00,3
3/14/18 6:29,MIDNIGHT,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18040322,397496,136610,3/12/18 10:45,3/12/18 11:15,2
3/25/18 16:02,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18047722,397497,136718,3/25/18 14:04,3/25/18 16:03,1
7/26/18 18:51,EVENING,THEFT/OTHER,OTHERS,1306 - 1399 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18123370,397302,136928,7/26/18 18:10,7/26/18 18:15,5
7/21/18 1:38,MIDNIGHT,THEFT F/AUTO,OTHERS,800 - 899 BLOCK OF 15TH STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 17,18119975,397081,136991,7/21/18 1:14,7/21/18 1:35,7
7/10/18 11:58,DAY,BURGLARY,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18112841,397328,136611,7/9/18 17:15,7/10/18 8:00,2
4/30/18 16:31,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18068896,397429,136542,4/30/18 14:00,4/30/18 14:10,2
3/19/18 18:05,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18400384,397328,136474,3/14/18 10:30,3/19/18 17:30,4
2/28/18 20:48,EVENING,ROBBERY,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18033640,397328,136474,2/28/18 16:31,2/28/18 19:20,4
7/25/18 21:20,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18122743,397497,136718,7/25/18 18:01,7/25/18 18:05,4
7/1/18 13:42,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18107349,397497,136718,7/1/18 12:13,7/1/18 13:43,1
3/16/18 20:39,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18042850,397497,136718,3/16/18 19:42,,6
11/22/17 15:44,EVENING,THEFT F/AUTO,OTHERS,700 - 799 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17202202,397430,136801,11/22/17 13:00,11/22/17 13:30,4
5/9/18 17:23,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18074554,397328,136474,5/9/18 16:27,,4
12/14/17 20:50,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17215285,397226,136542,12/14/17 19:26,12/14/17 20:14,5
1/11/18 22:15,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18005931,397226,136542,1/11/18 20:46,1/11/18 20:50,5
9/22/17 19:34,EVENING,THEFT/OTHER,OTHERS,700 - 723 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17164736,397228,136778,9/22/17 16:23,9/22/17 17:03,6
4/14/18 6:58,MIDNIGHT,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18056896,397226,136542,4/10/18 8:52,4/10/18 10:35,3
5/21/18 12:28,DAY,THEFT/OTHER,OTHERS,800 - 899 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18081648,397227,136991,5/21/18 10:37,,2
9/19/17 16:51,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF PENNSYLVANIA AVENUE NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17401565,397328,136474,9/17/17 14:35,9/17/17 14:45,1
10/2/17 14:35,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,17170904,397328,137053,10/2/17 13:35,10/2/17 13:45,2
2/21/18 12:26,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18029315,397497,136718,2/21/18 11:20,2/21/18 12:10,4
6/24/18 20:00,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18103065,397430,136664,6/24/18 16:10,6/24/18 18:28,1
10/23/17 14:24,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17183982,397430,136664,10/23/17 13:32,10/23/17 13:45,2
6/9/18 4:06,MIDNIGHT,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18093220,397497,136959,6/8/18 3:37,6/8/18 4:30,6
12/28/17 19:48,EVENING,THEFT F/AUTO,OTHERS,1400 - 1499 BLOCK OF H STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,17221220,397154,136928,12/25/17 2:14,12/25/17 2:30,2
3/28/18 23:46,MIDNIGHT,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18049585,397429,136542,3/28/18 23:17,,4
4/9/18 12:02,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18056327,397497,136718,4/9/18 10:58,4/9/18 12:03,2
9/10/17 18:43,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17156579,397226,136542,9/9/17 21:00,9/9/17 21:51,7
9/21/17 17:10,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17164073,397497,136718,9/21/17 14:29,9/21/17 17:04,5
9/30/17 21:56,EVENING,ROBBERY,OTHERS,1400 - 1499 BLOCK OF I STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,17169997,397154,137053,9/30/17 19:40,9/30/17 19:50,7
11/26/17 2:26,MIDNIGHT,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 15TH STREET NW,2,207,2,2A,,006202 1,6202,Precinct 2,17204052,397081,136664,11/26/17 0:22,11/26/17 1:42,1
12/24/17 11:57,DAY,THEFT/OTHER,OTHERS,700 - 723 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17220906,397228,136778,12/24/17 10:19,12/24/17 11:57,1
1/9/18 12:36,DAY,ROBBERY,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18004288,397328,137053,1/9/18 11:00,1/9/18 11:04,3
1/9/18 17:21,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18004478,397429,136542,1/9/18 14:30,1/9/18 15:40,3
1/20/18 15:41,EVENING,MOTOR VEHICLE THEFT,OTHERS,1100 - 1199 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18010835,397609,136718,1/20/18 11:45,1/20/18 14:00,7
1/21/18 20:04,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18011011,397328,136611,1/20/18 18:55,1/20/18 19:55,7
3/15/18 4:57,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,1100 - 1199 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18041801,397609,136718,3/15/18 1:30,3/15/18 2:00,5
2/20/18 13:24,DAY,THEFT/OTHER,OTHERS,1306 - 1399 BLOCK OF H STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18028676,397302,136928,2/15/18 15:30,2/19/18 14:30,5
3/22/18 18:07,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18046075,397497,136959,3/22/18 17:41,,5
2/13/18 21:00,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18024836,397328,136611,2/13/18 18:39,2/13/18 19:29,3
2/13/18 21:25,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF I STREET NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,18024846,397328,137053,2/13/18 18:00,2/13/18 18:55,3
11/24/17 19:15,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17203298,397328,136611,11/24/17 15:30,11/24/17 18:30,6
9/7/17 22:40,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17155131,397430,136664,8/24/17 18:00,8/24/17 20:56,5
5/7/18 18:14,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18073219,397329,136718,5/7/18 14:34,5/7/18 14:35,2
2/22/18 19:58,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 14TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18030251,397226,136542,2/22/18 19:01,2/22/18 19:58,5
2/23/18 3:13,MIDNIGHT,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF I STREET NW,2,207,2,2C,Cluster 8,010100 1,10100,Precinct 129,18030429,397154,137053,2/23/18 1:12,2/23/18 3:00,6
2/23/18 23:18,MIDNIGHT,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18030642,397329,136718,2/21/18 12:00,2/23/18 15:11,4
4/16/18 18:12,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18060795,397430,136664,4/12/18 8:00,4/12/18 12:00,5
10/21/17 20:43,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17182746,397329,136718,10/21/17 14:20,10/21/17 14:22,7
10/31/17 15:44,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17188985,397497,136718,10/31/17 14:42,10/31/17 15:30,3
10/10/17 18:00,EVENING,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17175798,397497,136718,10/10/17 14:38,10/10/17 18:00,3
12/3/17 22:55,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,17208890,397430,136664,12/3/17 21:45,12/3/17 22:55,1
9/1/17 9:35,DAY,THEFT/OTHER,OTHERS,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,1,101,2,2C,Cluster 8,010100 1,10100,Precinct 129,17151217,397497,136959,9/1/17 8:23,9/1/17 8:26,6
3/17/18 21:54,EVENING,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF G STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18043362,397329,136718,3/17/18 18:27,3/17/18 19:30,7
10/30/17 22:33,EVENING,THEFT/OTHER,OTHERS,1400 - 1499 BLOCK OF F STREET NW,2,207,2,2C,Cluster 8,005800 1,5800,Precinct 129,17188631,397154,136611,10/20/17 21:35,10/20/17 23:45,6
